sitenum,site,transect,genus,species,size,,
18,Q,2,Chlorurus,dimidiatus,14,,
18,Q,2,Scarus,spinus,20,,
18,Q,2,Chlorurus,microrhinos,35,,
18,Q,2,Chlorurus,sordidus,17,,
18,Q,2,Scarus,sordidus,15,,
18,Q,2,Scarus,rivulatus,19,,
18,Q,2,Scarus,oviceps,20,,
18,Q,2,Chlorurus,sordidus,21,,
18,Q,2,Chlorurus,microrhinos,29,,
18,Q,3,Chlorurus,sordidus,21,,
18,Q,3,Chlorurus,sordidus,20,,
18,Q,3,Scarus,spinus,20,,
18,Q,3,Scarus,spinus,20,,
18,Q,3,Chlorurus,sordidus,18,,
18,Q,3,Chlorurus,sordidus,19,,
18,Q,3,Chlorurus,sordidus,21,,
18,Q,3,Scarus,psittacus,17,,
18,Q,4,Scarus,spinus,18,,
18,Q,4,Chlorurus,sordidus,16,,
18,Q,4,Chlorurus,sordidus,15,,
18,Q,4,Chlorurus,sordidus,14,,
18,Q,4,Scarus,dimidiatus,23,,
18,Q,4,Chlorurus,sordidus,20,,
18,Q,4,Chlorurus,sordidus,17,,
18,Q,4,Chlorurus,sordidus,15,,
18,Q,4,Chlorurus,sordidus,14,,
18,Q,4,Scarus,dimidiatus,14,,
18,Q,4,Chlorurus,sordidus,18,,
18,Q,4,Chlorurus,sordidus,16,,
18,Q,4,Chlorurus,sordidus,17,,
18,Q,5,Scarus,dimidiatus,25,,
18,Q,5,Scarus,dimidiatus,16,,
18,Q,5,Chlorurus,sordidus,23,,
18,Q,5,Chlorurus,sordidus,14,,
18,Q,5,Chlorurus,sordidus,17,,
18,Q,5,Scarus,dimidiatus,24,,
18,Q,5,Chlorurus,sordidus,24,,
18,Q,5,Chlorurus,sordidus,16,,
18,Q,5,Chlorurus,microrhinos,33,,
18,Q,5,Chlorurus,microrhinos,37,,
18,Q,5,Chlorurus,microrhinos,38,,
18,Q,5,Chlorurus,microrhinos,39,,
18,Q,5,Chlorurus,microrhinos,44,,
18,Q,5,Chlorurus,microrhinos,38,,
18,Q,5,Scarus,rubroviolaceus,31,,
18,Q,5,Chlorurus,sordidus,23,,
18,Q,6,Chlorurus,microrhinos,33,,
18,Q,6,Chlorurus,microrhinos,35,,
18,Q,6,Scarus,rivulatus,29,,
18,Q,6,Chlorurus,microrhinos,34,,
18,Q,6,Chlorurus,microrhinos,30,,
18,Q,6,Chlorurus,microrhinos,31,,
18,Q,6,Chlorurus,microrhinos,34,,
18,Q,6,Chlorurus,microrhinos,36,,
18,Q,6,Chlorurus,microrhinos,34,,
18,Q,6,Chlorurus,microrhinos,35,,
18,Q,6,Chlorurus,microrhinos,33,,
18,Q,6,Chlorurus,microrhinos,37,,
18,Q,6,Chlorurus,microrhinos,39,,
18,Q,6,Chlorurus,microrhinos,37,,
18,Q,6,Chlorurus,microrhinos,38,,
18,Q,6,Chlorurus,microrhinos,42,,
18,Q,6,Chlorurus,microrhinos,41,,
18,Q,6,Scarus,globiceps,27,,
18,Q,6,Scarus,globiceps,29,,
18,Q,6,Scarus,oviceps,26,,
18,Q,6,Chlorurus,sordidus,25,,
18,Q,6,Chlorurus,sordidus,15,,
18,Q,6,Chlorurus,japanensis,19,,
18,Q,6,Chlorurus,japanensis,25,,
18,Q,6,Scarus,oviceps,26,,
18,Q,6,Chlorurus,sordidus,23,,
18,Q,6,Chlorurus,sordidus,24,,
18,Q,6,Scarus,rivulatus,27,,
18,Q,6,Scarus,oviceps,21,,
18,Q,6,Scarus,festivus,29,,
18,Q,6,Scarus,rubroviolaceus,36,,
18,Q,6,Chlorurus,sordidus,19,,
18,Q,6,Scarus,spinus,18,,
18,Q,6,Chlorurus,microrhinos,35,,
18,Q,6,Chlorurus,sordidus,24,,
18,Q,6,Scarus,oviceps,20,,
18,Q,6,Scarus,oviceps,21,,
18,Q,6,Scarus,oviceps,19,,
18,Q,6,Scarus,rivulatus,28,,
18,Q,6,Chlorurus,sordidus,24,,
18,Q,6,Chlorurus,sordidus,17,,
18,Q,6,Chlorurus,sordidus,18,,
18,Q,6,Chlorurus,sordidus,16,,
18,Q,6,Chlorurus,sordidus,19,,
18,Q,6,Chlorurus,sordidus,18,,
18,Q,6,Chlorurus,sordidus,17,,
19,F,1,Chlorurus,sordidus,15,,
19,F,2,Chlorurus,sordidus,22,,
19,F,2,Chlorurus,sordidus,18,,
19,F,2,Chlorurus,sordidus,17,,
19,F,2,Chlorurus,sordidus,18,,
19,F,2,Chlorurus,sordidus,19,,
19,F,2,Chlorurus,sordidus,18,,
19,F,2,Chlorurus,sordidus,16,,
19,F,3,Scarus,rubroviolaceus,28,,
19,F,3,Scarus,rubroviolaceus,27,,
19,F,3,Chlorurus,sordidus,23,,
19,F,3,Scarus,rubroviolaceus,27,,
19,F,3,Scarus,psittacus,21,,
19,F,3,Scarus,globiceps,23,,
19,F,3,Chlorurus,sordidus,17,,
19,F,3,Scarus,spinus,20,,
19,F,3,Chlorurus,sordidus,14,,
19,F,4,Chlorurus,sordidus,16,,
19,F,4,Chlorurus,sordidus,15,,
19,F,4,Chlorurus,sordidus,14,,
19,F,4,Chlorurus,sordidus,12,,
19,F,4,Chlorurus,sordidus,12,,
19,F,4,Scarus,rubroviolaceus,24,,
19,F,5,Chlorurus,sordidus,18,,
19,F,5,Chlorurus,sordidus,17,,
19,F,5,Scarus,psittacus,23,,
19,F,5,Chlorurus,sordidus,14,,
19,F,6,Chlorurus,sordidus,14,,
19,F,6,Scarus,spinus,19,,
19,F,6,Chlorurus,sordidus,21,,
19,F,6,Scarus,frenatus,18,,
19,F,6,Scarus,niger,18,,
19,F,6,Chlorurus,sordidus,17,,
20,B,1,Scarus,niger,13,,
20,B,1,Chlorurus,sordidus,15,,
20,B,1,Chlorurus,sordidus,14,,
20,B,1,Chlorurus,sordidus,26,,
20,B,2,Scarus,niger,21,,
20,B,2,Scarus,niger,18,,
20,B,2,Chlorurus,sordidus,18,,
20,B,2,Scarus,dimidiatus,18,,
20,B,2,Scarus,dimidiatus,16,,
20,B,2,Scarus,oviceps,16,,
20,B,2,Chlorurus,sordidus,21,,
20,B,2,Chlorurus,sordidus,23,,
20,B,2,Chlorurus,sordidus,18,,
20,B,2,Chlorurus,sordidus,18,,
20,B,2,Chlorurus,sordidus,19,,
20,B,2,Chlorurus,sordidus,16,,
20,B,2,Chlorurus,sordidus,16,,
20,B,2,Chlorurus,sordidus,17,,
20,B,2,Chlorurus,sordidus,17,,
20,B,3,Chlorurus,sordidus,21,,
20,B,3,Chlorurus,sordidus,19,,
20,B,3,Scarus,rubroviolaceus,30,,
20,B,3,Chlorurus,sordidus,21,,
20,B,3,Chlorurus,sordidus,15,,
20,B,3,Chlorurus,sordidus,14,,
20,B,3,Chlorurus,sordidus,16,,
20,B,3,Chlorurus,sordidus,13,,
20,B,3,Scarus,niger,17,,
20,B,3,Chlorurus,sordidus,15,,
20,B,3,Chlorurus,sordidus,15,,
20,B,3,Chlorurus,sordidus,15,,
20,B,3,Chlorurus,sordidus,14,,
20,B,4,Scarus,globiceps,17,,
20,B,4,Scarus,globiceps,25,,
20,B,4,Scarus,oviceps,19,,
20,B,4,Scarus,oviceps,18,,
20,B,4,Scarus,niger,15,,
20,B,4,Scarus,niger,15,,
20,B,4,Chlorurus,sordidus,20,,
20,B,4,Scarus,schlegeli,24,,
20,B,5,Chlorurus,sordidus,14,,
20,B,5,Chlorurus,sordidus,15,,
20,B,5,Scarus,schlegeli,23,,
20,B,5,Chlorurus,sordidus,14,,
20,B,5,Chlorurus,sordidus,14,,
20,B,5,Chlorurus,sordidus,15,,
20,B,5,Scarus,globiceps,24,,
20,B,5,Scarus,globiceps,23,,
20,B,5,Scarus,globiceps,23,,
20,B,5,Scarus,globiceps,23,,
20,B,5,Scarus,globiceps,23,,
20,B,5,Scarus,globiceps,24,,
20,B,5,Scarus,globiceps,25,,
20,B,5,Scarus,globiceps,22,,
20,B,5,Scarus,globiceps,22,,
20,B,5,Scarus,globiceps,24,,
20,B,5,Chlorurus,sordidus,15,,
20,B,5,Chlorurus,sordidus,15,,
20,B,5,Scarus,niger,26,,
20,B,5,Scarus,niger,24,,
20,B,6,Chlorurus,sordidus,25,,
20,B,6,Chlorurus,sordidus,14,,
20,B,6,Chlorurus,sordidus,13,,
20,B,6,Chlorurus,sordidus,15,,
20,B,6,Chlorurus,sordidus,16,,
20,B,6,Chlorurus,sordidus,20,,
20,B,6,Chlorurus,sordidus,15,,
20,B,6,Chlorurus,sordidus,13,,
20,B,6,Chlorurus,sordidus,22,,
20,B,6,Scarus,psittacus,23,,
21,W,1,Scarus,sordidus,21,,
21,W,1,Scarus,dimidiatus,17,,
21,W,1,Scarus,sordidus,15,,
21,W,1,Scarus,sordidus,14,,
21,W,1,Scarus,sordidus,15,,
21,W,1,Scarus,sordidus,16,,
21,W,1,Scarus,sordidus,14,,
21,W,1,Chlorurus,bleekeri,24,,
21,W,2,Chlorurus,sordidus,15,,
21,W,2,Chlorurus,sordidus,13,,
21,W,2,Chlorurus,sordidus,14,,
21,W,2,Chlorurus,sordidus,13,,
21,W,2,Chlorurus,sordidus,12,,
21,W,2,Chlorurus,sordidus,12,,
21,W,2,Chlorurus,sordidus,15,,
21,W,2,Chlorurus,sordidus,13,,
21,W,2,Chlorurus,sordidus,14,,
21,W,2,Chlorurus,sordidus,13,,
21,W,2,Chlorurus,sordidus,15,,
21,W,2,Chlorurus,sordidus,12,,
21,W,2,Chlorurus,sordidus,22,,
21,W,2,Scarus,dimidiatus,25,,
21,W,2,Scarus,globiceps,18,,
21,W,2,Scarus,globiceps,17,,
21,W,2,Scarus,globiceps,19,,
21,W,2,Chlorurus,sordidus,23,,
21,W,2,Chlorurus,sordidus,15,,
21,W,2,Chlorurus,sordidus,13,,
21,W,2,Chlorurus,sordidus,13,,
21,W,2,Hipposcarus,longiceps,26,,
21,W,2,Hipposcarus,longiceps,29,,
21,W,2,Hipposcarus,longiceps,24,,
21,W,2,Hipposcarus,longiceps,30,,
21,W,2,Hipposcarus,longiceps,28,,
21,W,2,Hipposcarus,longiceps,27,,
21,W,2,Chlorurus,sordidus,15,,
21,W,2,Chlorurus,sordidus,16,,
21,W,3,Chlorurus,sordidus,21,,
21,W,4,Chlorurus,bleekeri,17,,
21,W,4,Chlorurus,sordidus,16,,
21,W,4,Chlorurus,sordidus,8,,
21,W,4,Chlorurus,sordidus,16,,
21,W,5,Chlorurus,sordidus,24,,
21,W,5,Scarus,dimidiatus,25,,
21,W,5,Chlorurus,sordidus,15,,
21,W,5,Chlorurus,microrhinos,22,,
21,W,5,Chlorurus,sordidus,12,,
21,W,6,Chlorurus,sordidus,9,,
21,W,6,Chlorurus,sordidus,15,,
21,W,6,Chlorurus,sordidus,22,,
22,O,1,Chlorurus,sordidus,15,,
22,O,1,Scarus,globiceps,20,,
22,O,2,Chlorurus,sordidus,16,,
22,O,2,Chlorurus,sordidus,17,,
22,O,2,Chlorurus,sordidus,18,,
22,O,2,Chlorurus,sordidus,18,,
22,O,3,Scarus,rubroviolaceus,44,,
22,O,3,Chlorurus,sordidus,16,,
22,O,4,Scarus,rubroviolaceus,25,,
22,O,4,Chlorurus,sordidus,14,,
22,O,4,Chlorurus,sordidus,8,,
22,O,4,Scarus,rubroviolaceus,37,,
22,O,4,Scarus,rubroviolaceus,22,,
22,O,5,na,na,na,,
22,O,6,Chlorurus,sordidus,19,,
22,O,6,Chlorurus,sordidus,17,,
22,O,6,Chlorurus,sordidus,14,,
22,O,6,Chlorurus,sordidus,14,,
22,O,6,Scarus,niger,23,,
22,O,6,Scarus,niger,20,,
22,O,6,Chlorurus,sordidus,18,,
23,C,1,Chlorurus,japanensis,20,,
23,C,2,Scarus,niger,21,,
23,C,2,Scarus,rubroviolaceus,29,,
23,C,2,Chlorurus,sordidus,15,,
23,C,2,Chlorurus,sordidus,16,,
23,C,3,Chlorurus,sordidus,14,,
23,C,3,Scarus,rubroviolaceus,28,,
23,C,3,Chlorurus,sordidus,22,,
23,C,3,Chlorurus,sordidus,15,,
23,C,4,Scarus,psittacus,17,,
23,C,4,Chlorurus,sordidus,16,,
23,C,4,Chlorurus,sordidus,15,,
23,C,4,Scarus,psittacus,18,,
23,C,5,Chlorurus,sordidus,15,,
23,C,5,Chlorurus,sordidus,17,,
23,C,5,Chlorurus,sordidus,16,,
23,C,6,Scarus,rubroviolaceus,24,,
23,C,6,Chlorurus,sordidus,15,,
23,C,6,Chlorurus,sordidus,16,,
23,C,6,Chlorurus,japanensis,18,,
24,A,1,Chlorurus,sordidus,20,,
24,A,1,Chlorurus,sordidus,20,,
24,A,1,Chlorurus,sordidus,16,,
24,A,1,Chlorurus,sordidus,14,,
24,A,1,Chlorurus,sordidus,15,,
24,A,1,Chlorurus,sordidus,13,,
24,A,1,Chlorurus,sordidus,12,,
24,A,1,Chlorurus,sordidus,13,,
24,A,1,Chlorurus,sordidus,13,,
24,A,1,Scarus,psittacus,12,,
24,A,1,Chlorurus,sordidus,23,,
24,A,1,Chlorurus,sordidus,15,,
24,A,1,Chlorurus,sordidus,16,,
24,A,1,Chlorurus,sordidus,17,,
24,A,1,Chlorurus,sordidus,16,,
24,A,1,Chlorurus,sordidus,16,,
24,A,1,Chlorurus,sordidus,15,,
24,A,1,Chlorurus,sordidus,16,,
24,A,1,Chlorurus,sordidus,16,,
24,A,1,Scarus,rubroviolaceus,21,,
24,A,1,Chlorurus,sordidus,23,,
24,A,1,Chlorurus,sordidus,19,,
24,A,1,Chlorurus,microrhinos,28,,
24,A,2,Chlorurus,sordidus,22,,
24,A,2,Scarus,niger,19,,
24,A,2,Chlorurus,sordidus,15,,
24,A,2,Chlorurus,sordidus,17,,
24,A,2,Scarus,globiceps,23,,
24,A,2,Chlorurus,sordidus,16,,
24,A,2,Chlorurus,sordidus,21,,
24,A,2,Chlorurus,sordidus,15,,
24,A,2,Chlorurus,sordidus,16,,
24,A,2,Scarus,niger,18,,
24,A,2,Chlorurus,sordidus,14,,
24,A,2,Chlorurus,sordidus,15,,
24,A,2,Chlorurus,sordidus,14,,
24,A,2,Scarus,globiceps,24,,
24,A,3,Chlorurus,sordidus,21,,
24,A,3,Chlorurus,sordidus,20,,
24,A,3,Chlorurus,sordidus,15,,
24,A,3,Chlorurus,sordidus,16,,
24,A,3,Chlorurus,sordidus,15,,
24,A,3,Chlorurus,sordidus,14,,
24,A,3,Scarus,niger,19,,
24,A,3,Scarus,niger,24,,
24,A,3,Chlorurus,sordidus,15,,
24,A,3,Chlorurus,sordidus,15,,
24,A,3,Chlorurus,sordidus,16,,
24,A,3,Scarus,globiceps,24,,
24,A,3,Scarus,globiceps,23,,
24,A,3,Scarus,psittacus,15,,
24,A,3,Chlorurus,sordidus,17,,
24,A,3,Chlorurus,sordidus,16,,
24,A,3,Chlorurus,sordidus,16,,
24,A,3,Chlorurus,sordidus,14,,
24,A,3,Chlorurus,sordidus,15,,
24,A,3,Scarus,niger,18,,
24,A,4,Chlorurus,sordidus,15,,
24,A,4,Chlorurus,sordidus,15,,
24,A,4,Chlorurus,sordidus,14,,
24,A,4,Chlorurus,sordidus,24,,
24,A,4,Chlorurus,sordidus,18,,
24,A,4,Chlorurus,sordidus,17,,
24,A,4,Chlorurus,sordidus,17,,
24,A,4,Chlorurus,sordidus,14,,
24,A,4,Chlorurus,sordidus,15,,
24,A,5,Chlorurus,sordidus,15,,
24,A,5,Chlorurus,sordidus,14,,
24,A,5,Chlorurus,sordidus,15,,
24,A,5,Chlorurus,sordidus,20,,
24,A,5,Chlorurus,sordidus,14,,
24,A,5,Chlorurus,sordidus,15,,
24,A,5,Chlorurus,sordidus,14,,
24,A,5,Chlorurus,sordidus,16,,
24,A,5,Chlorurus,sordidus,15,,
24,A,5,Chlorurus,sordidus,21,,
24,A,5,Chlorurus,sordidus,22,,
24,A,5,Chlorurus,sordidus,17,,
24,A,5,Chlorurus,sordidus,24,,
24,A,6,Chlorurus,sordidus,17,,
24,A,6,Chlorurus,sordidus,15,,
24,A,6,Scarus,globiceps,26,,
24,A,6,Chlorurus,sordidus,14,,
24,A,6,Scarus,oviceps,17,,
24,A,6,Chlorurus,sordidus,21,,
24,A,6,Chlorurus,sordidus,16,,
24,A,6,Scarus,niger,20,,
24,A,6,Chlorurus,sordidus,16,,
24,A,6,Chlorurus,sordidus,15,,
24,A,6,Scarus,rubroviolaceus,25,,
24,A,6,Chlorurus,sordidus,15,,
24,A,6,Chlorurus,sordidus,16,,
24,A,6,Chlorurus,sordidus,17,,
24,A,6,Chlorurus,sordidus,23,,
